ID,Palavra,Imagem,Audio
6ba62b78,Boca,,Palavras_Files_/6ba62b78.Audio.183352.mp3
61a1aecd,Casaco,,Palavras_Files_/61a1aecd.Audio.185558.mp3
422ef04d,Casca,,Palavras_Files_/422ef04d.Audio.185618.mp3
b8f93c22,Damasco,,Palavras_Files_/b8f93c22.Audio.195232.mp3
5fd9b43d,Cinco,,Palavras_Files_/5fd9b43d.Audio.001525.mp3
e8a94284,Troco,,Palavras_Files_/e8a94284.Audio.002338.mp3
933cb422,Cheque,,Palavras_Files_/933cb422.Audio.005334.mp3
6f4f7d8f,Truque,,Palavras_Files_/6f4f7d8f.Audio.002354.mp3
58eaed01,Oca,,Palavras_Files_/58eaed01.Audio.040057.mp3
b62e561e,Rico,,Palavras_Files_/b62e561e.Audio.224341.mp3
0a2554a8,Orca,,Palavras_Files_/0a2554a8.Audio.040123.mp3
aa1dac8f,Secar,,Palavras_Files_/aa1dac8f.Audio.001541.mp3
5fcd4aec,Arco,,Palavras_Files_/5fcd4aec.Audio.063335.mp3
cc3e66c8,Rabisco,,Palavras_Files_/cc3e66c8.Audio.224355.mp3
c8d53154,Cadeira,,Palavras_Files_/c8d53154.Audio.185635.mp3
67402d48,Camelo,,Palavras_Files_/67402d48.Audio.185651.mp3
e2ef289d,Caneta,,Palavras_Files_/e2ef289d.Audio.185709.mp3
9b5bf191,Coelho,,Palavras_Files_/9b5bf191.Audio.185728.mp3
592878c8,Cobra,Palavras_Images/592878c8.Imagem.215801.png,Palavras_Files_/592878c8.Audio.185749.mp3
105f55ec,Coruja,,Palavras_Files_/105f55ec.Audio.185811.mp3
9296c34a,Carro,,Palavras_Files_/9296c34a.Audio.185837.mp3
076bd74b,Caminhão,,Palavras_Files_/076bd74b.Audio.185859.mp3
c3c9c5bf,Cabelo,,Palavras_Files_/c3c9c5bf.Audio.185925.mp3
160a5813,Coco,,Palavras_Files_/160a5813.Audio.185957.mp3
8c93f3f3,Colher,,Palavras_Files_/8c93f3f3.Audio.190021.mp3
667c92bc,Coqueiro,,Palavras_Files_/667c92bc.Audio.190038.mp3
ebcc25dc,Cadeado,,Palavras_Files_/ebcc25dc.Audio.190057.mp3
0ca17df6,Quilo,,Palavras_Files_/0ca17df6.Audio.190122.mp3
5a34aec3,Queijo,,Palavras_Files_/5a34aec3.Audio.190152.mp3
7c2fe3ce,Concha,,Palavras_Files_/7c2fe3ce.Audio.190210.mp3
d737c86c,Comprar,,Palavras_Files_/d737c86c.Audio.190228.mp3
a9c6b661,Macaco,,Palavras_Files_/a9c6b661.Audio.215741.mp3
dc2f293e,Macarrão,,Palavras_Files_/dc2f293e.Audio.215757.mp3
d0bd9390,Abacaxi,Palavras_Images/d0bd9390.Imagem.202343.png,Palavras_Files_/d0bd9390.Audio.063356.mp3
80599398,Abacate,,Palavras_Files_/80599398.Audio.063418.mp3
3ce7d5ae,Cacau,,Palavras_Files_/3ce7d5ae.Audio.190247.mp3
7ce8fffb,Leque,,Palavras_Files_/7ce8fffb.Audio.211736.mp3
49828d92,Máquina,,Palavras_Files_/49828d92.Audio.215814.mp3
e72dc3f0,Caqui,,Palavras_Files_/e72dc3f0.Audio.190319.mp3
94171f05,Esquilo,,Palavras_Files_/94171f05.Audio.201521.mp3
de86a77f,Tanque,,Palavras_Files_/de86a77f.Audio.002412.mp3
d61c0c7e,Periquito,,Palavras_Files_/d61c0c7e.Audio.041721.mp3
769689d6,Pequena,,Palavras_Files_/769689d6.Audio.041739.mp3
b51d1551,Esqueleto,,Palavras_Files_/b51d1551.Audio.201537.mp3
66a61164,Raquete,,Palavras_Files_/66a61164.Audio.224411.mp3
f2358e2e,Riqueza,,Palavras_Files_/f2358e2e.Audio.000907.mp3
6aaeab9f,Cocar,,Palavras_Files_/6aaeab9f.Audio.190337.mp3
71807b7d,Alquimista,,Palavras_Files_/71807b7d.Audio.063440.mp3
0af3ac56,Arquiteto,,Palavras_Files_/0af3ac56.Audio.181820.mp3
9975f0c4,Esquentar,,Palavras_Files_/9975f0c4.Audio.201554.mp3
e1709233,Esquerda,,Palavras_Files_/e1709233.Audio.201610.mp3
75452db8,Liquidação,,Palavras_Files_/75452db8.Audio.211805.mp3
28985de4,Pequenique,,Palavras_Files_/28985de4.Audio.041807.mp3
069570ff,Lua,,Palavras_Files_/069570ff.Audio.211827.mp3
a4eb5a3a,Lata,,Palavras_Files_/a4eb5a3a.Audio.211845.mp3
3ef0a35d,Lagarta,,Palavras_Files_/3ef0a35d.Audio.211913.mp3
5fca7c8d,Leopardo,,Palavras_Files_/5fca7c8d.Audio.212047.mp3
88eef434,Lapiseira,,Palavras_Files_/88eef434.Audio.212113.mp3
19f47441,Leão,,Palavras_Files_/19f47441.Audio.212131.mp3
71625123,Língua,Palavras_Images/71625123.Imagem.215822.png,Palavras_Files_/71625123.Audio.212206.mp3
c8e01782,Lápis,,Palavras_Files_/c8e01782.Audio.212225.mp3
2d58ebfc,Leite,,Palavras_Files_/2d58ebfc.Audio.212311.mp3
00713dc9,Lanterna,,Palavras_Files_/00713dc9.Audio.212328.mp3
51180d99,Lareira,,Palavras_Files_/51180d99.Audio.212349.mp3
03de0cc8,Livro,,Palavras_Files_/03de0cc8.Audio.212406.mp3
