ID,Palavra,Imagem,Audio
9296c34a,Carro,,Palavras_Files_/9296c34a.Audio.185837
076bd74b,Caminhão,,Palavras_Files_/076bd74b.Audio.185859
c3c9c5bf,Cabelo,,Palavras_Files_/c3c9c5bf.Audio.185925
160a5813,Coco,,Palavras_Files_/160a5813.Audio.185957
8c93f3f3,Colher,,Palavras_Files_/8c93f3f3.Audio.190021
667c92bc,Coqueiro,,Palavras_Files_/667c92bc.Audio.190038
ebcc25dc,Cadeado,,Palavras_Files_/ebcc25dc.Audio.190057
0ca17df6,Quilo,,Palavras_Files_/0ca17df6.Audio.190122
7c2fe3ce,Concha,,Palavras_Files_/7c2fe3ce.Audio.190210
d737c86c,Comprar,,Palavras_Files_/d737c86c.Audio.190228
a9c6b661,Macaco,,Palavras_Files_/a9c6b661.Audio.215741
dc2f293e,Macarrão,Palavras_Images/dc2f293e.Imagem.153017.png,Palavras_Files_/dc2f293e.Audio.215757
d0bd9390,Abacaxi,Palavras_Images/d0bd9390.Imagem.202343.png,Palavras_Files_/d0bd9390.Audio.063356
80599398,Abacate,Palavras_Images/80599398.Imagem.025054.png,Palavras_Files_/80599398.Audio.063418
3ce7d5ae,Cacau,,Palavras_Files_/3ce7d5ae.Audio.190247
7ce8fffb,Leque,,Palavras_Files_/7ce8fffb.Audio.211736
49828d92,Máquina,,Palavras_Files_/49828d92.Audio.215814
e72dc3f0,Caqui,,Palavras_Files_/e72dc3f0.Audio.190319
94171f05,Esquilo,,Palavras_Files_/94171f05.Audio.201521
de86a77f,Tanque,,Palavras_Files_/de86a77f.Audio.002412
d61c0c7e,Periquito,,Palavras_Files_/d61c0c7e.Audio.041721
769689d6,Pequena,,Palavras_Files_/769689d6.Audio.041739
b51d1551,Esqueleto,,Palavras_Files_/b51d1551.Audio.201537
66a61164,Raquete,,Palavras_Files_/66a61164.Audio.224411
f2358e2e,Riqueza,Palavras_Images/f2358e2e.Imagem.020949.png,Palavras_Files_/f2358e2e.Audio.000907
6aaeab9f,Cocar,,Palavras_Files_/6aaeab9f.Audio.190337
71807b7d,Alquimista,,Palavras_Files_/71807b7d.Audio.063440
0af3ac56,Arquiteto,,Palavras_Files_/0af3ac56.Audio.181820
9975f0c4,Esquentar,,Palavras_Files_/9975f0c4.Audio.201554
e1709233,Esquerda,,Palavras_Files_/e1709233.Audio.201610
75452db8,Liquidação,,Palavras_Files_/75452db8.Audio.211805
28985de4,Pequenique,,Palavras_Files_/28985de4.Audio.041807
069570ff,Lua,,Palavras_Files_/069570ff.Audio.211827
a4eb5a3a,Lata,,Palavras_Files_/a4eb5a3a.Audio.211845
3ef0a35d,Lagarta,,Palavras_Files_/3ef0a35d.Audio.211913
5fca7c8d,Leopardo,,Palavras_Files_/5fca7c8d.Audio.212047
88eef434,Lapiseira,,Palavras_Files_/88eef434.Audio.212113
19f47441,Leão,,Palavras_Files_/19f47441.Audio.212131
c8e01782,Lápis,,Palavras_Files_/c8e01782.Audio.212225
2d58ebfc,Leite,,Palavras_Files_/2d58ebfc.Audio.212311
00713dc9,Lanterna,,Palavras_Files_/00713dc9.Audio.212328
51180d99,Lareira,,Palavras_Files_/51180d99.Audio.212349
03de0cc8,Livro,Palavras_Images/03de0cc8.Imagem.224633.png,Palavras_Files_/03de0cc8.Audio.212406
3922aae7,Louça,,Palavras_Files_/3922aae7.Audio.212428
73666562,Limão,Palavras_Images/73666562.Imagem.202452.png,Palavras_Files_/73666562.Audio.212448
7ff3582d,Luvas,,Palavras_Files_/7ff3582d.Audio.212519
23b71c8f,Lenço,,Palavras_Files_/23b71c8f.Audio.212637
b01e0ab5,Lenha,,Palavras_Files_/b01e0ab5.Audio.212657
41a1023e,Lupa,,Palavras_Files_/41a1023e.Audio.212735
abae8e89,Lobo,,Palavras_Files_/abae8e89.Audio.212754
60fa4b77,Lousa,,Palavras_Files_/60fa4b77.Audio.212844
bcb792fe,Lixeira,,Palavras_Files_/bcb792fe.Audio.212907
186af6b0,Limpa,Palavras_Images/186af6b0.Imagem.042108.png,Palavras_Files_/186af6b0.Audio.212922
4dac750c,Lixa,,Palavras_Files_/4dac750c.Audio.212941
d1d4455e,Leitão,,Palavras_Files_/d1d4455e.Audio.213001
f7f6c2dd,Lesma,Palavras_Images/f7f6c2dd.Imagem.015846.png,Palavras_Files_/f7f6c2dd.Audio.213021
d4cd340d,Leitura,,Palavras_Files_/d4cd340d.Audio.213106
57c2c7fc,Limpeza,Palavras_Images/57c2c7fc.Imagem.224803.png,Palavras_Files_/57c2c7fc.Audio.213125
e4300963,Linda,Palavras_Images/e4300963.Imagem.041406.png,Palavras_Files_/e4300963.Audio.213208
8b764d69,Lâmpada,,Palavras_Files_/8b764d69.Audio.213229
270047c7,Luz,,Palavras_Files_/270047c7.Audio.213313
32951ec0,Lampião,,Palavras_Files_/32951ec0.Audio.213349
399725b8,Lentes,,Palavras_Files_/399725b8.Audio.213439
cfd85fd8,Letras,,Palavras_Files_/cfd85fd8.Audio.213455
a36dfe6c,Lindo,,Palavras_Files_/a36dfe6c.Audio.213520
c00f4394,Lamparina,,Palavras_Files_/c00f4394.Audio.213556
bd5ca718,Bolo,,Palavras_Files_/bd5ca718.Audio.183411
f1b455b9,Pele,,Palavras_Files_/f1b455b9.Audio.041910
8a1958da,Mala,,Palavras_Files_/8a1958da.Audio.215840
27027169,Cola,,Palavras_Files_/27027169.Audio.190424
b7c0c392,Bala,,Palavras_Files_/b7c0c392.Audio.183428
ac49b771,Escola,,Palavras_Files_/ac49b771.Audio.201626
192d0b73,Sacola,,Palavras_Files_/192d0b73.Audio.001556
78f76e3b,Mola,,Palavras_Files_/78f76e3b.Audio.215903
30758c7b,Panela,,Palavras_Files_/30758c7b.Audio.041928
7eb3e4a7,Relógio,,Palavras_Files_/7eb3e4a7.Audio.001044
c110c68e,Talento,,Palavras_Files_/c110c68e.Audio.002429
a5bb4e24,Alimentos,Palavras_Images/a5bb4e24.Imagem.201926.png,Palavras_Files_/a5bb4e24.Audio.181900
26637937,Delícia,,Palavras_Files_/26637937.Audio.195305
e93a2d12,Helicóptero,Palavras_Images/e93a2d12.Imagem.222448.png,Palavras_Files_/e93a2d12.Audio.205102
cbeab68b,Ralador,,Palavras_Files_/cbeab68b.Audio.001108
bedf4650,Palitos,,Palavras_Files_/bedf4650.Audio.041945
d8aa294c,Alicate,Palavras_Images/d8aa294c.Imagem.202402.png,Palavras_Files_/d8aa294c.Audio.181924
9d736e11,Alegria,Palavras_Images/9d736e11.Imagem.194710.png,Palavras_Files_/9d736e11.Audio.181946
13898097,Salada,,Palavras_Files_/13898097.Audio.001638
e44f50ba,Gelatina,,Palavras_Files_/e44f50ba.Audio.170552
a6945623,Galocha,,Palavras_Files_/a6945623.Audio.210031
a1c84bfe,Chaleira,,Palavras_Files_/a1c84bfe.Audio.005347
39b7ee12,Baleia,,Palavras_Files_/39b7ee12.Audio.183445
211a6928,Blusa,,Palavras_Files_/211a6928.Audio.183459
8a82c646,Flauta,Palavras_Images/8a82c646.Imagem.190623.png,Palavras_Files_/8a82c646.Audio.203613
7991a14f,Clínica,,Palavras_Files_/7991a14f.Audio.005740
f8013b95,Floresta,Palavras_Images/f8013b95.Imagem.203019.png,Palavras_Files_/f8013b95.Audio.203632
e2958798,Planta,,Palavras_Files_/e2958798.Audio.042002
76fecb51,Pluma,,Palavras_Files_/76fecb51.Audio.042017
9b61faa6,Planeta,,Palavras_Files_/9b61faa6.Audio.042032
38355f81,Biblioteca,Palavras_Images/38355f81.Imagem.211905.png,Palavras_Files_/38355f81.Audio.183521
604d398c,Bicicleta,,Palavras_Files_/604d398c.Audio.183546
7a6423f1,Classe,,Palavras_Files_/7a6423f1.Audio.005900
872f80ac,Blocos,,Palavras_Files_/872f80ac.Audio.183605
8243cc9b,Clima,,Palavras_Files_/8243cc9b.Audio.005803
7cc2aebf,Problema,,Palavras_Files_/7cc2aebf.Audio.042059
15d2385b,Motocicleta,,Palavras_Files_/15d2385b.Audio.215932
76972b5e,Diploma,Palavras_Images/76972b5e.Imagem.174808.png,Palavras_Files_/76972b5e.Audio.195325
6004d056,Glacial,,Palavras_Files_/6004d056.Audio.210047
b14b2b4a,Iglu,Palavras_Images/b14b2b4a.Imagem.012309.png,Palavras_Files_/b14b2b4a.Audio.210740
8a6678ce,Brilhante,,Palavras_Files_/8a6678ce.Audio.183626
96b574c7,Blush,,Palavras_Files_/96b574c7.Audio.183644
4bd8b491,Brilho,,Palavras_Files_/4bd8b491.Audio.183702
2e5b7831,Espelho,,Palavras_Files_/2e5b7831.Audio.201643
ac9b7d54,Neve,Palavras_Images/ac9b7d54.Imagem.224531.png,Palavras_Files_/ac9b7d54.Audio.034252
657ae3fd,Navio,Palavras_Images/657ae3fd.Imagem.233405.png,Palavras_Files_/657ae3fd.Audio.034352
d47c7db3,Nariz,,Palavras_Files_/d47c7db3.Audio.034442
cab6c69c,Noel,,Palavras_Files_/cab6c69c.Audio.034519
bb242da7,Nave,,Palavras_Files_/bb242da7.Audio.034549
207aae33,Natal,,Palavras_Files_/207aae33.Audio.034638
251c0551,Ninho,,Palavras_Files_/251c0551.Audio.034740
3e3315b9,Navegar,,Palavras_Files_/3e3315b9.Audio.034819
b7188a17,Nove,,Palavras_Files_/b7188a17.Audio.035002
d6f9f958,Novelo,,Palavras_Files_/d6f9f958.Audio.035109
22f530de,Nuvem,,Palavras_Files_/22f530de.Audio.035217
e503f286,Nadar,,Palavras_Files_/e503f286.Audio.035503
b04f9942,Porta,,Palavras_Files_/b04f9942.Audio.042119
21eb6bbd,Força,,Palavras_Files_/21eb6bbd.Audio.203704
9012c97a,Torta,,Palavras_Files_/9012c97a.Audio.002445
7f5fc194,Horta,Palavras_Images/7f5fc194.Imagem.141034.png,Palavras_Files_/7f5fc194.Audio.205153
8927253a,Norte,,Palavras_Files_/8927253a.Audio.035537
03a080c5,Jogar,,Palavras_Files_/03a080c5.Audio.170613
9eabda98,Marte,,Palavras_Files_/9eabda98.Audio.215954
a8464ea0,Recortar,,Palavras_Files_/a8464ea0.Audio.001132
33212235,Pintar,,Palavras_Files_/33212235.Audio.042137
1b71481a,Ler,,Palavras_Files_/1b71481a.Audio.213618
3e440dc2,Assistir,Palavras_Images/3e440dc2.Imagem.005432.png,Palavras_Files_/3e440dc2.Audio.182007
533c48e6,Regar,,Palavras_Files_/533c48e6.Audio.001147
54a93242,Torcer,,Palavras_Files_/54a93242.Audio.002514
d037f108,Correr,,Palavras_Files_/d037f108.Audio.005923
77e213fd,Escrever,,Palavras_Files_/77e213fd.Audio.201700
d5383174,Porteira,,Palavras_Files_/d5383174.Audio.042227
9ad49551,Porco,,Palavras_Files_/9ad49551.Audio.042259
fcc77088,Amor,Palavras_Images/fcc77088.Imagem.202006.png,Palavras_Files_/fcc77088.Audio.182030
1977e87b,Calor,,Palavras_Files_/1977e87b.Audio.005943
b6addf56,Corpo,,Palavras_Files_/b6addf56.Audio.191122
943c0e45,Colar,,Palavras_Files_/943c0e45.Audio.191138
384c199a,Lamber,Palavras_Images/384c199a.Imagem.202557.png,Palavras_Files_/384c199a.Audio.213636
dc9b48f3,Chutar,,Palavras_Files_/dc9b48f3.Audio.005423
9686a76e,Assoprar,Palavras_Images/9686a76e.Imagem.200408.png,Palavras_Files_/9686a76e.Audio.182155
cadd3f57,Tirar,,Palavras_Files_/cadd3f57.Audio.002530
d8479aae,Girar,,Palavras_Files_/d8479aae.Audio.210109
6fda8aa7,Dançar,,Palavras_Files_/6fda8aa7.Audio.195345
f1d8ba91,Pular,,Palavras_Files_/f1d8ba91.Audio.042322
d505091e,Comer,,Palavras_Files_/d505091e.Audio.191201
4a8dcb7a,Dormir,,Palavras_Files_/4a8dcb7a.Audio.195405
15fff854,Cadarço,,Palavras_Files_/15fff854.Audio.191220
a9a386dd,Disfarce,,Palavras_Files_/a9a386dd.Audio.195431
d8e15c00,Enturmar,,Palavras_Files_/d8e15c00.Audio.201725
7fa8e2ce,Envergonhado,,Palavras_Files_/7fa8e2ce.Audio.201740
b1e54622,Unicórnio,Palavras_Images/b1e54622.Imagem.224113.png,Palavras_Files_/b1e54622.Audio.003548
78cf4d7a,Caverna,,Palavras_Files_/78cf4d7a.Audio.191234
ac0768bb,Caderno,,Palavras_Files_/ac0768bb.Audio.191250
0fdc2535,Inverno,,Palavras_Files_/0fdc2535.Audio.210814
2c151e2f,Paterno,,Palavras_Files_/2c151e2f.Audio.042352
dd7ea275,Materna,,Palavras_Files_/dd7ea275.Audio.220112
b45b8f11,Coberta,,Palavras_Files_/b45b8f11.Audio.191309
8235d311,Lagarto,,Palavras_Files_/8235d311.Audio.213710
f166340e,Oferta,Palavras_Images/f166340e.Imagem.190253.png,Palavras_Files_/f166340e.Audio.040150
d902c606,Reforço,,Palavras_Files_/d902c606.Audio.001201
94aa6ceb,Mostarda,,Palavras_Files_/94aa6ceb.Audio.220145
7f84256e,Braço,,Palavras_Files_/7f84256e.Audio.183724
61fb860f,Bruxa,Palavras_Images/61fb860f.Imagem.041709.png,Palavras_Files_/61fb860f.Audio.183742
6613fb94,Brócolis,Palavras_Images/6613fb94.Imagem.215706.png,Palavras_Files_/6613fb94.Audio.183759
a9455cba,Crocodilo,,Palavras_Files_/a9455cba.Audio.191323
29af9f7e,Crianças,,Palavras_Files_/29af9f7e.Audio.191340
f3c70274,Dragão,,Palavras_Files_/f3c70274.Audio.195451
299a4b8e,Brasil,,Palavras_Files_/299a4b8e.Audio.183817
8bf65869,Truco,,Palavras_Files_/8bf65869.Audio.002547
585ba458,Travessa,,Palavras_Files_/585ba458.Audio.002603
0df3861f,Brigadeiro,,Palavras_Files_/0df3861f.Audio.183837
e4650af6,Travesseiro,,Palavras_Files_/e4650af6.Audio.002621
4d534fa7,Tricô,,Palavras_Files_/4d534fa7.Audio.002635
99719e8f,Trovão,Palavras_Images/99719e8f.Imagem.015812.png,Palavras_Files_/99719e8f.Audio.002650
fc6b8965,Pratos,,Palavras_Files_/fc6b8965.Audio.042442
87aa7dc8,Princesa,,Palavras_Files_/87aa7dc8.Audio.042508
36aa7e56,Trocado,,Palavras_Files_/36aa7e56.Audio.002707
71496ce6,Fruteira,,Palavras_Files_/71496ce6.Audio.203721
0a09c14c,Frigideira,,Palavras_Files_/0a09c14c.Audio.203736
2ac7fad8,Prateleira,,Palavras_Files_/2ac7fad8.Audio.010032
8159d5cb,Primavera,,Palavras_Files_/8159d5cb.Audio.042702
d0f0729d,Príncipe,,Palavras_Files_/d0f0729d.Audio.042811
20567639,Trenó,,Palavras_Files_/20567639.Audio.002727
5d5a74ed,Treino,,Palavras_Files_/5d5a74ed.Audio.002743
7245c653,Trabalho,,Palavras_Files_/7245c653.Audio.002759
39de58d4,Grupo,,Palavras_Files_/39de58d4.Audio.210123
cece6152,Presente,,Palavras_Files_/cece6152.Audio.042826
109e94b9,Primeiro,,Palavras_Files_/109e94b9.Audio.042923
2f93e408,Promoção,,Palavras_Files_/2f93e408.Audio.042957
a6570900,Profissões,,Palavras_Files_/a6570900.Audio.043025
0b392624,Fralda,,Palavras_Files_/0b392624.Audio.203802
13a8b59a,Fritar,,Palavras_Files_/13a8b59a.Audio.204017
75b3db56,Tronco,,Palavras_Files_/75b3db56.Audio.002812
bf0bbea8,Trono,,Palavras_Files_/bf0bbea8.Audio.002828
562a1a66,Trator,,Palavras_Files_/562a1a66.Audio.002842
e589dc8a,Professora,,Palavras_Files_/e589dc8a.Audio.043046
16e2feb3,Trânsito,,Palavras_Files_/16e2feb3.Audio.002855
d2f91704,Praia,,Palavras_Files_/d2f91704.Audio.043104
de6834eb,Cabra,,Palavras_Files_/de6834eb.Audio.191414
f8558fd7,Setembro,,Palavras_Files_/f8558fd7.Audio.001705
c2b1cb8c,Outubro,,Palavras_Files_/c2b1cb8c.Audio.040215
2349215d,Dezembro,,Palavras_Files_/2349215d.Audio.195507
45163fa3,Podre,,Palavras_Files_/45163fa3.Audio.043128
c14a3ef5,Cruz,,Palavras_Files_/c14a3ef5.Audio.191433
f1de376e,Cru,,Palavras_Files_/f1de376e.Audio.191450
f0de2e47,Micro,,Palavras_Files_/f0de2e47.Audio.220233
98112231,Padre,,Palavras_Files_/98112231.Audio.043155
9f63a361,Pedra,,Palavras_Files_/9f63a361.Audio.043217
73b78e2b,Vidro,Palavras_Images/73b78e2b.Imagem.013028.png,Palavras_Files_/73b78e2b.Audio.003706
d9ea73c5,Quadro,,Palavras_Files_/d9ea73c5.Audio.191510
5b6bed79,Metrô,,Palavras_Files_/5b6bed79.Audio.220302
add05cb6,Quatro,,Palavras_Files_/add05cb6.Audio.191528
51553552,Pátria,,Palavras_Files_/51553552.Audio.043236
7e2dfa00,Cobrar,,Palavras_Files_/7e2dfa00.Audio.191548
194a02ef,Cobrir,,Palavras_Files_/194a02ef.Audio.191609
f3e55d31,Quebrar,,Palavras_Files_/f3e55d31.Audio.191628
e74c5eab,Construir,,Palavras_Files_/e74c5eab.Audio.191647
fce39465,Criar,,Palavras_Files_/fce39465.Audio.191705
69a7d85e,Equilibrar,,Palavras_Files_/69a7d85e.Audio.201756
bc774ced,Maltratar,,Palavras_Files_/bc774ced.Audio.220333
233d8a2e,Dobradiça,,Palavras_Files_/233d8a2e.Audio.195529
deb8dcc3,Quebrada,,Palavras_Files_/deb8dcc3.Audio.191721
90b006b0,Dobradura,,Palavras_Files_/90b006b0.Audio.195609
8b430201,Embrulho,,Palavras_Files_/8b430201.Audio.201815
96a4dada,Cabrito,,Palavras_Files_/96a4dada.Audio.191742
9eecd71a,Abril,Palavras_Images/9eecd71a.Imagem.201538.png,Palavras_Files_/9eecd71a.Audio.182225
5483676b,Pedreiro,,Palavras_Files_/5483676b.Audio.043309
49ac8942,Vidraça,Palavras_Images/49ac8942.Imagem.013218.png,Palavras_Files_/49ac8942.Audio.003718
0cbdcd6e,Medroso,,Palavras_Files_/0cbdcd6e.Audio.220450
e1f913a1,Edredom,Palavras_Images/e1f913a1.Imagem.202123.png,Palavras_Files_/e1f913a1.Audio.201839
945a699b,Refrigerante,,Palavras_Files_/945a699b.Audio.001216
133b252b,Resfriado,,Palavras_Files_/133b252b.Audio.001238
57b3f7d5,Agrião,Palavras_Images/57b3f7d5.Imagem.050346.png,Palavras_Files_/57b3f7d5.Audio.182242
b238f71c,Tigresa,,Palavras_Files_/b238f71c.Audio.002913
e9c0bf14,Impressora,,Palavras_Files_/e9c0bf14.Audio.210915
fb1cf7a5,Arara,Palavras_Images/fb1cf7a5.Imagem.232002.png,Palavras_Files_/fb1cf7a5.Audio.182345
a0e6e4bc,Barata,,Palavras_Files_/a0e6e4bc.Audio.183905
1966a1a8,Aranha,Palavras_Images/1966a1a8.Imagem.012518.png,Palavras_Files_/1966a1a8.Audio.182406
e6d56a5c,Batedeira,,Palavras_Files_/e6d56a5c.Audio.183922
d534820c,Tesoura,,Palavras_Files_/d534820c.Audio.002934
415f5063,Procura,,Palavras_Files_/415f5063.Audio.043339
8a8fd1ce,Madeira,,Palavras_Files_/8a8fd1ce.Audio.220532
7d4e09ad,Figura,,Palavras_Files_/7d4e09ad.Audio.204039
b815fdf8,Mistura,,Palavras_Files_/b815fdf8.Audio.220600
cf2f3ba8,Parceira,,Palavras_Files_/cf2f3ba8.Audio.043404
4290916a,Brasileira,,Palavras_Files_/4290916a.Audio.183943
8e56befc,Carteira,,Palavras_Files_/8e56befc.Audio.191805
faf5d6ae,Ratoeira,,Palavras_Files_/faf5d6ae.Audio.001257
2a425714,Cintura,,Palavras_Files_/2a425714.Audio.001720
36947fad,Lancheira,,Palavras_Files_/36947fad.Audio.213813
8da56fe2,Penteadeira,,Palavras_Files_/8da56fe2.Audio.043426
18abb53a,Parede,,Palavras_Files_/18abb53a.Audio.043442
6a949eb4,Mureta,,Palavras_Files_/6a949eb4.Audio.220623
649a1eae,Dureza,Palavras_Images/649a1eae.Imagem.140901.png,Palavras_Files_/649a1eae.Audio.195625
cfe26e5a,Árvore,Palavras_Images/cfe26e5a.Imagem.202137.png,Palavras_Files_/cfe26e5a.Audio.182432
05e7322e,Segure,,Palavras_Files_/05e7322e.Audio.001734
35fc74e3,Misture,,Palavras_Files_/35fc74e3.Audio.220649
ebe646fc,Procure,,Palavras_Files_/ebe646fc.Audio.043502
d2868579,Costure,,Palavras_Files_/d2868579.Audio.191824
e7a3b3d9,Vire,Palavras_Images/e7a3b3d9.Imagem.021451.png,Palavras_Files_/e7a3b3d9.Audio.003730
f0d9c6ef,Tire,,Palavras_Files_/f0d9c6ef.Audio.002947
36f1ec2d,Gire,,Palavras_Files_/36f1ec2d.Audio.170638
82d42714,Mire,,Palavras_Files_/82d42714.Audio.220709
38dfc1ed,Ore,Palavras_Images/38dfc1ed.Imagem.230845.png,Palavras_Files_/38dfc1ed.Audio.040249
38abdd11,Pare,,Palavras_Files_/38abdd11.Audio.043519
80ea9f9d,Chore,,Palavras_Files_/80ea9f9d.Audio.005437
5ea86bb4,Confere,,Palavras_Files_/5ea86bb4.Audio.191843
88cf8f5d,Espere,,Palavras_Files_/88cf8f5d.Audio.201911
223c7022,Cheire,Palavras_Images/223c7022.Imagem.230614.png,Palavras_Files_/223c7022.Audio.005455
e9044665,Farinha,,Palavras_Files_/e9044665.Audio.204053
40e40f4a,Narina,,Palavras_Files_/40e40f4a.Audio.035621
b4f5c360,Padaria,,Palavras_Files_/b4f5c360.Audio.043536
e6c79dcf,Cavalo,,Palavras_Files_/e6c79dcf.Audio.191901
c63997b3,Marisco,,Palavras_Files_/c63997b3.Audio.220732
1c9a68b1,Siri,,Palavras_Files_/1c9a68b1.Audio.001750
ef8c0156,Lambari,,Palavras_Files_/ef8c0156.Audio.213831
af31df99,Ouriço,,Palavras_Files_/af31df99.Audio.040337
844cdfd6,Marinha,,Palavras_Files_/844cdfd6.Audio.220812
a62bba3d,Ouro,,Palavras_Files_/a62bba3d.Audio.040626
bb03c72d,Choro,,Palavras_Files_/bb03c72d.Audio.005510
38656eb1,Futuro,,Palavras_Files_/38656eb1.Audio.204120
718f04d8,Escuro,,Palavras_Files_/718f04d8.Audio.201926
ecf3a943,Vampiro,,Palavras_Files_/ecf3a943.Audio.003742
1244ee41,Tesouro,,Palavras_Files_/1244ee41.Audio.003004
b186040c,Besouro,,Palavras_Files_/b186040c.Audio.184002
fcb97e74,Namoro,,Palavras_Files_/fcb97e74.Audio.035646
72ba3b86,Cheiro,Palavras_Images/72ba3b86.Imagem.230631.png,Palavras_Files_/72ba3b86.Audio.005525
f71ea7cd,Goleiro,,Palavras_Files_/f71ea7cd.Audio.210214
8df351b3,Urubu,Palavras_Images/8df351b3.Imagem.014154.png,Palavras_Files_/8df351b3.Audio.003602
97ac3f78,Peruca,,Palavras_Files_/97ac3f78.Audio.043620
fd679a7f,Pirulito,,Palavras_Files_/fd679a7f.Audio.043646
fc6f590f,Marujo,,Palavras_Files_/fc6f590f.Audio.220829
af053ba5,Tartaruga,,Palavras_Files_/af053ba5.Audio.003020
91ba8e06,Peru,,Palavras_Files_/91ba8e06.Audio.043715
88781f77,Biruta,,Palavras_Files_/88781f77.Audio.184038
6e607fb5,Barulho,,Palavras_Files_/6e607fb5.Audio.184059
4977aca9,Bauru,,Palavras_Files_/4977aca9.Audio.184116
9663ca4a,Canguru,,Palavras_Files_/9663ca4a.Audio.191946
f461711e,Curupira,,Palavras_Files_/f461711e.Audio.192003
00ecf92f,Garupa,Palavras_Images/00ecf92f.Imagem.140953.png,Palavras_Files_/00ecf92f.Audio.210229
a8175fac,Jururu,,Palavras_Files_/a8175fac.Audio.170700
e52a21ed,Sapo,,Palavras_Files_/e52a21ed.Audio.001802
a3d7068a,Perua,,Palavras_Files_/a3d7068a.Audio.043732
21410ea5,Querubim,,Palavras_Files_/21410ea5.Audio.192024
7d8d04b1,Selo,,Palavras_Files_/7d8d04b1.Audio.001816
1ab055f1,Sapato,,Palavras_Files_/1ab055f1.Audio.001829
175f83f7,Sabão,Palavras_Images/175f83f7.Imagem.202952.png,Palavras_Files_/175f83f7.Audio.001843
b38f6686,Sorrir,,Palavras_Files_/b38f6686.Audio.001859
e07b2ed4,Sonhar,,Palavras_Files_/e07b2ed4.Audio.001911
c08e2e21,Sinos,,Palavras_Files_/c08e2e21.Audio.001923
cc8602ee,Suco,,Palavras_Files_/cc8602ee.Audio.001953
1c2769fa,Sopa,,Palavras_Files_/1c2769fa.Audio.002017
68f2eef5,Suor,Palavras_Images/68f2eef5.Imagem.225804.png,Palavras_Files_/68f2eef5.Audio.002040
0e0c7788,Semente,,Palavras_Files_/0e0c7788.Audio.002056
3e52350c,Quarto,,Palavras_Files_/3e52350c.Audio.192042
fb6e0244,Rato,,Palavras_Files_/fb6e0244.Audio.001311
488f6a58,Inteligente,,Palavras_Files_/488f6a58.Audio.211030
b2f95346,Tatu,,Palavras_Files_/b2f95346.Audio.003039
eb9abf79,Arte,,Palavras_Files_/eb9abf79.Audio.182458
9287cb8c,Rinoceronte,,Palavras_Files_/9287cb8c.Audio.001326
f66259ae,Batata,Palavras_Images/f66259ae.Imagem.215830.png,Palavras_Files_/f66259ae.Audio.184135
78393602,Chicote,,Palavras_Files_/78393602.Audio.005557
757da716,Esmalte,,Palavras_Files_/757da716.Audio.201941
07f3bd68,Tinta,,Palavras_Files_/07f3bd68.Audio.003053
f66799bb,Tomates,,Palavras_Files_/f66799bb.Audio.003107
b2459954,Tubarão,,Palavras_Files_/b2459954.Audio.003126
2218c8e4,Trem,,Palavras_Files_/2218c8e4.Audio.003158
6480f568,Triângulo,Palavras_Images/6480f568.Imagem.021305.png,Palavras_Files_/6480f568.Audio.003211
e93c8ce1,Troféu,,Palavras_Files_/e93c8ce1.Audio.003227
61a45869,Tigre,,Palavras_Files_/61a45869.Audio.003246
48eb5d2b,Televisão,,Palavras_Files_/48eb5d2b.Audio.003303
f11974d6,Tamanduá,,Palavras_Files_/f11974d6.Audio.003317
006282b7,Tampa,,Palavras_Files_/006282b7.Audio.003331
7d6cf205,Tamanco,,Palavras_Files_/7d6cf205.Audio.003345
7b140fec,Teia,,Palavras_Files_/7b140fec.Audio.003403
f37837c9,Tulipas,,Palavras_Files_/f37837c9.Audio.003414
14730161,Touca,,Palavras_Files_/14730161.Audio.003427
e106b05a,Estudo,,Palavras_Files_/e106b05a.Audio.201958
ddc6c1e9,Estábulo,,Palavras_Files_/ddc6c1e9.Audio.202018
98923e6f,Estante,,Palavras_Files_/98923e6f.Audio.202034
bf4e8240,Cartola,,Palavras_Files_/bf4e8240.Audio.192058
4e7700a8,História,Palavras_Images/4e7700a8.Imagem.224138.png,Palavras_Files_/4e7700a8.Audio.205338
32273874,Tatuagem,,Palavras_Files_/32273874.Audio.003440
3290d295,Utensílio,Palavras_Images/3290d295.Imagem.230011.png,Palavras_Files_/3290d295.Audio.003619
3a64afb9,Pétalas,,Palavras_Files_/3a64afb9.Audio.043830
d2773f22,Elástico,,Palavras_Files_/d2773f22.Audio.202054
cbde2a6f,Atividade,Palavras_Images/cbde2a6f.Imagem.011521.png,Palavras_Files_/cbde2a6f.Audio.182522
9f236fdb,Saturno,,Palavras_Files_/9f236fdb.Audio.002119
26cc7c80,Justiça,,Palavras_Files_/26cc7c80.Audio.170718
d593af6f,Laticínio,,Palavras_Files_/d593af6f.Audio.214021
f797f3c4,Vivos,,Palavras_Files_/f797f3c4.Audio.003755
22d74777,Cravo,Palavras_Images/22d74777.Imagem.223204.png,Palavras_Files_/22d74777.Audio.192115
1567bc53,Polvo,,Palavras_Files_/1567bc53.Audio.043851
d9d60bfb,Ovo,,Palavras_Files_/d9d60bfb.Audio.040710
2c40461c,Vassoura,Palavras_Images/2c40461c.Imagem.230044.png,Palavras_Files_/2c40461c.Audio.003805
2d39324f,Varal,,Palavras_Files_/2d39324f.Audio.003817
